,Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Is_Weekend,Transaction_Type_Bank_Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New_York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_PW
33452,140.6,79640.99,0,0,8,131.02,2,208,3008.41,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
42254,144.35,69757.5,0,0,1,220.34,2,173,3506.99,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43522,11.87,9761.43,0,0,6,337.11,0,215,1107.73,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19516,44.08,85634.89,1,0,9,272.74,3,35,3266.05,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
2926,156.35,66081.06,0,0,14,430.3,2,89,2726.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
23904,193.15,41523.31,0,0,11,19.68,1,222,0.74,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
44147,32.58,44941.49,0,0,4,41.66,2,212,2817.53,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18087,119.78,77924.8,0,0,6,318.03,4,96,3145.69,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
46171,80.0,27571.68,0,0,12,340.41,1,187,835.29,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
31500,0.44,15237.51,0,0,11,90.42,2,65,321.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
29926,82.13,70660.28,0,1,8,36.9,1,31,4901.19,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
18182,150.24,63430.31,0,0,10,194.76,0,13,1707.72,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2238,22.46,65996.62,0,0,3,346.67,1,151,2507.07,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
12751,49.24,66929.65,0,0,6,418.21,1,63,2530.04,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6082,30.88,5835.5,0,0,13,362.32,1,227,2861.47,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
48126,84.49,84942.31,0,0,5,230.54,1,36,2268.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6469,111.6,71028.01,0,0,5,274.96,3,22,2508.4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
44457,184.28,95353.69,0,0,9,110.49,4,86,3597.95,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
12263,133.9,2369.05,0,0,5,491.71,2,11,4763.8,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19506,10.41,52875.85,0,0,14,301.2,3,224,1092.78,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
11840,40.16,33887.4,0,0,13,71.81,4,6,3349.32,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31651,133.38,58577.69,0,0,6,29.75,2,215,1416.4,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
45155,69.55,40639.75,0,0,2,222.15,4,120,4825.48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
34529,90.25,39280.55,0,0,6,88.67,2,65,3823.27,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
46828,286.6,18746.02,0,0,5,340.53,0,77,1819.69,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
22576,207.32,41433.19,0,0,2,435.44,4,5,1347.47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
16244,42.05,78917.5,0,1,6,171.24,4,198,1958.09,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
21048,231.74,53872.87,0,0,9,260.56,3,237,1772.82,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
14291,37.81,85977.58,0,0,5,281.46,2,1,998.87,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32856,107.94,30603.67,1,0,10,101.09,4,200,2742.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
17300,51.87,52663.91,0,0,11,411.42,2,100,4121.05,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19523,27.44,4055.15,0,0,4,63.46,1,189,3359.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16356,52.34,62966.27,0,0,5,412.6,2,32,1801.39,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
22202,112.05,30952.23,0,0,5,368.42,4,56,3020.99,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5064,264.52,39486.51,0,1,5,82.03,0,210,4652.85,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28746,209.43,80086.9,0,0,12,99.3,3,165,3383.47,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
8267,43.64,39594.12,0,0,9,208.98,2,19,2424.27,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43291,328.94,94059.87,0,0,2,94.2,4,125,3963.65,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15747,54.62,19758.0,0,0,5,177.06,2,157,211.53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
28706,30.06,89828.55,0,0,9,22.45,2,162,3785.16,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
5019,154.01,77365.8,0,0,9,446.78,2,27,1873.91,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
11651,6.88,36180.19,0,0,5,336.13,1,61,3303.42,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1187,70.56,44721.47,0,0,7,176.15,2,226,4539.5,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
21702,200.2,18595.55,0,0,1,425.45,3,36,3610.91,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13339,342.17,27857.64,0,0,1,363.28,1,185,4481.63,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
37495,25.47,38314.24,0,0,2,339.23,0,145,4423.78,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
40867,18.05,99997.79,0,0,1,118.34,1,47,4483.68,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33906,129.3,58391.5,0,0,5,132.56,1,130,1377.42,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
46379,170.18,16517.2,0,0,7,263.25,4,196,4722.22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1507,18.03,2491.64,0,0,3,71.81,2,234,1658.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
14026,98.04,85498.38,0,0,12,128.26,1,4,337.04,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
20554,8.21,65743.85,1,0,3,457.41,2,198,4777.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39592,97.14,58438.2,0,0,8,121.47,3,171,4150.71,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
23976,410.47,34299.79,0,0,13,265.85,3,30,3594.59,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
6864,72.93,68551.96,0,0,4,156.44,1,15,4554.11,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
43734,41.83,85119.05,0,0,6,487.04,1,160,818.8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
41121,84.5,80032.71,0,0,5,445.51,2,120,1430.96,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
35209,102.31,6394.39,0,0,9,212.61,4,139,2313.27,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
47345,215.76,6347.3,0,0,10,239.36,3,83,2474.21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43614,369.17,79604.7,0,0,5,133.28,2,122,1216.31,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
36855,103.78,1617.8,0,0,3,476.69,4,221,3700.16,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
40332,12.46,31158.56,0,0,13,396.85,2,22,2152.6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4627,150.45,39402.06,0,0,2,226.18,2,93,807.76,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
42087,187.51,20199.89,0,0,1,66.25,3,39,4561.02,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
41286,96.45,67780.03,0,0,3,356.25,2,115,2145.51,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29998,211.58,85635.18,0,0,4,196.55,1,6,1171.71,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8902,116.24,8732.24,0,1,9,238.83,1,96,10.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18400,36.77,1326.97,0,0,13,42.62,2,166,2570.92,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
40957,101.62,24385.34,0,0,5,223.05,1,41,370.78,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41448,154.45,51690.81,0,0,4,255.28,4,137,392.09,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
33562,55.39,63265.44,0,0,9,294.35,0,208,2876.99,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
32623,155.42,59934.25,0,0,11,178.11,0,179,2907.49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11416,184.21,87760.42,0,0,1,93.51,2,46,2970.61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2742,154.29,12205.9,0,0,11,51.77,1,201,1927.84,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26812,164.82,23247.76,0,0,3,499.34,0,161,489.92,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
19620,194.33,90743.41,0,0,2,218.39,1,94,983.4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
49223,203.13,38248.22,0,0,5,186.31,0,115,2732.91,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
11818,59.5,85531.62,0,0,10,189.53,0,230,1216.74,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22979,14.75,87339.2,0,0,2,275.96,0,163,2791.97,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
27154,43.83,18722.56,0,0,11,359.6,0,89,2402.44,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
32366,171.4,11574.24,0,0,11,38.12,0,68,4793.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47445,80.97,84093.15,0,0,7,248.78,3,168,4430.64,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
10035,60.55,58048.35,0,0,5,486.1,2,143,4722.27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
37855,35.52,9833.32,0,0,4,253.91,1,198,1691.42,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
40321,41.08,76247.97,0,0,7,35.03,0,68,3323.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
999,226.08,35585.48,1,0,13,498.45,2,114,3408.9,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8687,79.36,8023.9,0,0,5,328.22,2,39,2637.93,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35834,45.56,66296.34,0,0,7,20.29,1,53,3558.59,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33664,91.06,71335.23,0,0,8,240.78,3,22,2937.22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
29392,18.85,19662.95,0,0,10,127.39,4,106,1592.06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28382,185.56,82339.94,0,0,7,427.81,3,86,4920.42,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
39023,58.26,52663.32,0,0,13,191.65,3,41,4559.13,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
31201,4.63,18723.44,0,0,11,364.04,0,92,4560.76,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
42812,187.2,61980.49,0,0,10,23.71,0,142,2361.36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7734,95.66,60567.42,0,0,8,378.56,2,231,3868.21,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20685,34.87,18963.34,0,0,8,274.13,1,167,1778.02,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
16202,202.57,9321.79,0,0,5,193.77,2,224,3723.53,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23990,272.82,70541.19,0,0,10,177.24,1,179,3185.36,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48349,15.3,50241.19,0,0,12,119.29,2,153,3372.66,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
30037,151.63,6605.81,0,0,13,101.13,2,56,3770.58,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
5690,42.21,42947.75,0,0,3,148.05,0,186,3916.29,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
21814,98.22,23927.59,0,0,3,138.94,0,234,2794.86,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
40045,40.06,4870.13,0,0,6,499.23,1,102,1967.83,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
15212,29.57,87812.26,0,0,9,446.45,0,90,3811.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22857,31.18,84064.72,0,1,10,98.81,2,70,317.81,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
12701,46.87,18462.87,0,0,10,135.55,1,160,1599.92,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
15032,16.86,86214.5,0,0,3,387.06,4,178,55.48,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10390,52.78,80582.41,0,0,10,420.17,2,21,3874.23,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
30078,56.79,9684.56,0,1,4,116.71,4,132,2833.91,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
38177,166.31,97075.75,0,0,8,366.18,2,164,1185.75,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
5351,21.59,81802.44,0,0,8,398.88,0,15,3432.75,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3427,49.2,85997.64,0,0,6,322.97,0,24,2936.62,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
42030,216.15,78128.11,0,0,4,70.32,1,42,3820.01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16028,81.73,51141.35,0,0,6,306.13,4,95,2070.92,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
19501,21.74,80053.03,0,0,1,222.14,2,18,939.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1930,47.22,84231.64,0,0,5,97.83,1,139,2621.86,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
44085,120.93,56645.53,1,0,13,193.49,4,15,4465.52,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
18196,195.24,79402.7,0,0,13,295.76,2,208,4896.08,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
14270,34.16,70807.23,0,0,11,269.15,2,188,2043.79,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
35785,9.01,52171.61,0,0,7,185.69,1,62,2850.76,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
9179,102.22,76708.22,0,0,7,160.46,3,18,1092.5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
17555,11.25,13099.57,0,0,8,456.35,4,101,111.85,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
46382,86.03,14077.4,0,0,7,378.03,1,150,594.89,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12640,3.68,43361.77,0,0,11,380.16,0,109,3564.77,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
27130,12.08,50983.31,0,0,10,414.13,1,101,2811.97,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
31369,243.71,81917.55,0,0,12,101.31,1,3,3342.78,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
10942,16.56,2013.4,0,0,5,487.29,4,167,1223.07,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47277,7.62,96232.61,0,0,8,193.0,0,36,216.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
12352,295.69,94970.78,0,0,14,138.75,3,168,206.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20210,27.79,7438.84,0,0,7,92.67,1,29,2693.37,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
48329,148.24,29981.9,0,0,8,340.27,1,201,2271.27,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
20340,191.94,68988.66,0,0,8,388.75,1,90,4659.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
43981,31.5,59750.45,0,0,7,419.36,3,61,553.05,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
26696,3.81,99789.33,0,0,8,489.92,4,235,1469.36,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
45609,138.49,49947.49,0,0,9,74.81,3,203,419.65,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
42097,42.11,69261.1,0,0,5,433.64,1,65,2040.82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
17466,26.21,91290.76,0,0,4,17.39,0,197,2559.75,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
13154,73.77,86724.67,0,0,4,111.08,4,213,1425.38,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7532,4.98,11550.53,0,1,7,411.89,1,159,4984.26,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40938,65.49,72296.84,0,0,9,386.28,0,88,2644.14,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
29690,3.26,50219.03,0,0,6,185.98,2,144,1474.49,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
21064,11.02,5623.23,0,0,3,44.04,3,211,3076.34,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
8732,255.64,32178.75,0,0,5,26.17,3,179,3069.04,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
19326,118.78,90394.81,0,0,4,320.19,2,42,2701.28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
6453,113.45,85666.06,0,1,4,120.74,2,199,2527.49,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39189,70.89,9498.62,0,0,9,326.18,4,140,990.33,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
49491,181.83,91997.47,0,1,14,269.45,1,34,4408.13,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
21611,54.87,1134.01,0,0,5,165.93,2,127,4711.52,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
24513,60.05,38536.3,0,0,3,353.29,2,190,2342.41,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
46218,134.6,4978.07,0,0,10,482.91,4,140,302.02,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
41667,76.32,96560.25,0,0,12,194.37,1,64,1981.63,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
41817,15.23,75504.0,0,0,11,39.63,0,234,4056.31,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
37309,9.8,95305.81,0,0,5,298.1,1,198,1669.66,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5256,46.95,55430.36,0,0,14,493.23,2,10,2701.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47796,28.28,89199.57,0,0,4,21.22,4,111,3519.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35549,114.7,1889.33,0,0,13,425.83,4,205,1733.7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
34558,32.49,90736.08,0,0,7,460.8,0,169,3821.09,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
46200,67.16,97140.43,0,0,11,480.23,0,15,2716.84,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
42750,282.03,80836.86,0,1,6,99.59,3,4,1742.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35426,147.9,8395.14,0,0,1,234.13,3,208,3410.2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24288,96.56,65685.43,0,0,3,385.52,2,165,1532.31,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
32759,34.93,15001.41,0,0,12,142.12,0,87,3535.21,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
13762,226.01,79529.96,0,0,6,208.16,2,96,1611.81,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1972,307.94,37285.99,0,0,1,291.02,4,41,2874.14,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
26697,13.61,30869.93,0,0,14,293.91,1,181,1085.78,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10549,46.81,71901.96,0,0,4,111.14,4,83,2829.34,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
23509,285.89,29776.8,0,0,11,344.26,2,40,3841.85,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16583,515.85,66636.59,0,0,14,15.17,0,45,2281.12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
21905,0.26,94676.5,0,0,14,364.19,3,86,2961.84,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4422,33.23,65920.05,0,0,2,495.93,4,151,1651.05,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11106,353.37,16289.84,0,0,4,226.42,3,209,4872.33,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13723,45.19,46195.48,0,0,12,230.5,3,102,1993.38,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34987,55.25,80862.95,0,0,11,341.94,0,19,3001.01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
20813,396.94,15821.81,0,0,6,116.0,0,86,3547.75,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
33093,206.82,64940.78,0,0,11,96.42,3,110,1448.45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
15644,163.58,32012.04,0,0,11,137.42,4,52,2845.02,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
30324,346.27,72101.45,0,0,3,119.39,2,237,2617.51,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13823,208.4,87147.99,0,0,7,13.73,3,95,1510.09,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
20139,49.42,49943.04,0,0,4,373.1,3,151,3403.13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
13124,256.1,66119.53,0,0,14,278.54,2,18,3939.65,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
32645,38.43,49759.39,0,0,13,318.59,4,12,1681.94,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
25350,197.7,98881.38,0,0,8,90.05,2,146,3257.36,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
36593,128.19,33289.86,0,0,5,456.98,1,68,4488.87,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1512,200.9,71776.95,0,0,1,233.1,4,215,38.61,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
34414,20.7,41895.97,0,0,10,278.95,3,74,647.84,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38548,59.98,80374.73,0,0,2,312.37,1,239,3932.29,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10845,51.35,14336.21,0,0,4,316.53,3,118,318.45,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
52,112.72,85678.68,0,0,5,403.13,3,64,229.77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2434,107.01,38147.18,0,0,7,494.31,1,130,3996.86,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
25641,2.97,51951.53,1,0,12,327.63,2,190,662.29,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
40791,187.23,63645.57,0,0,7,408.56,1,63,1062.23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
10039,34.65,41300.93,0,0,14,457.46,3,109,685.72,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
37815,83.46,36451.1,0,0,12,410.53,3,40,2619.65,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
